DB08585	Compound::DB08585	24546
DB00934	Compound::DB00934	4235
DB00565	Compound::DB00565	8815
DB07154	Compound::DB07154	23914
DB01089	Compound::DB01089	7687
DB01068	Compound::DB01068	9546
DB04543	Compound::DB04543	23346
DB00165	Compound::DB00165	8553
DB09147	Compound::DB09147	5773
DB04781	Compound::DB04781	8361
DB06999	Compound::DB06999	8357
DB03040	Compound::DB03040	4309
DB00206	Compound::DB00206	8803
DB04751	Compound::DB04751	5185
DB07152	Compound::DB07152	7652
DB04114	Compound::DB04114	23011
DB00125	Compound::DB00125	12611
DB00628	Compound::DB00628	5705
DB08495	Compound::DB08495	24511
DB08891	Compound::DB08891	6420
DB01973	Compound::DB01973	2697
DB07502	Compound::DB07502	8131
DB02622	Compound::DB02622	8246
DB01159	Compound::DB01159	6282
DB02936	Compound::DB02936	3310
DB02445	Compound::DB02445	21734
DB00197	Compound::DB00197	9644
DB00846	Compound::DB00846	3341
DB04090	Compound::DB04090	22999
DB07289	Compound::DB07289	6589
DB07334	Compound::DB07334	8696
DB03092	Compound::DB03092	4844
DB01319	Compound::DB01319	2770
DB07435	Compound::DB07435	24015
DB03648	Compound::DB03648	22679
DB03062	Compound::DB03062	3436
DB07121	Compound::DB07121	7594
DB07321	Compound::DB07321	5381
DB00695	Compound::DB00695	10501
DB08873	Compound::DB08873	3125
DB04501	Compound::DB04501	23314
DB07734	Compound::DB07734	8942
DB04883	Compound::DB04883	4205
DB01172	Compound::DB01172	15902
DB02267	Compound::DB02267	21541
DB08064	Compound::DB08064	5542
DB07606	Compound::DB07606	4915
DB01219	Compound::DB01219	10639
DB04800	Compound::DB04800	5421
DB07041	Compound::DB07041	23878
DB01896	Compound::DB01896	21143
DB02337	Compound::DB02337	21612
DB04386	Compound::DB04386	23228
DB07352	Compound::DB07352	14407
DB00304	Compound::DB00304	4278
DB04432	Compound::DB04432	7041
DB07626	Compound::DB07626	24108
DB12582	Compound::DB12582	4344
DB04361	Compound::DB04361	23218
DB04137	Compound::DB04137	2616
DB07416	Compound::DB07416	9003
DB02198	Compound::DB02198	4286
DB05095	Compound::DB05095	5522
DB07855	Compound::DB07855	7016
DB08161	Compound::DB08161	24323
DB01181	Compound::DB01181	8476
DB07832	Compound::DB07832	6290
DB08029	Compound::DB08029	24265
DB02111	Compound::DB02111	21402
DB08517	Compound::DB08517	12619
DB08523	Compound::DB08523	24521
DB07620	Compound::DB07620	24105
DB01076	Compound::DB01076	6030
DB03645	Compound::DB03645	5309
DB07257	Compound::DB07257	7285
DB07769	Compound::DB07769	6437
DB03305	Compound::DB03305	22428
DB02475	Compound::DB02475	21769
DB00377	Compound::DB00377	3318
DB00684	Compound::DB00684	2402
DB02961	Compound::DB02961	22121
DB08799	Compound::DB08799	7540
DB03871	Compound::DB03871	22847
DB09205	Compound::DB09205	5462
DB08020	Compound::DB08020	7087
DB05434	Compound::DB05434	8962
DB07893	Compound::DB07893	4432
DB09235	Compound::DB09235	15870
DB01910	Compound::DB01910	17109
DB04690	Compound::DB04690	2738
DB00328	Compound::DB00328	2885
DB08737	Compound::DB08737	4074
DB01340	Compound::DB01340	8288
DB02829	Compound::DB02829	2881
DB11274	Compound::DB11274	15120
DB08323	Compound::DB08323	4617
DB07596	Compound::DB07596	6092
DB01933	Compound::DB01933	7842
DB12532	Compound::DB12532	16697
DB00257	Compound::DB00257	6205
DB07481	Compound::DB07481	24030
DB02897	Compound::DB02897	22065
DB07748	Compound::DB07748	24159
DB00310	Compound::DB00310	9965
DB13867	Compound::DB13867	10429
DB11831	Compound::DB11831	24889
DB03231	Compound::DB03231	2803
DB03111	Compound::DB03111	22209
DB07459	Compound::DB07459	6647
DB04109	Compound::DB04109	7724
DB06218	Compound::DB06218	5801
DB03031	Compound::DB03031	22161
DB01244	Compound::DB01244	3027
DB05465	Compound::DB05465	5155
DB08226	Compound::DB08226	24375
DB08492	Compound::DB08492	7232
DB00484	Compound::DB00484	8656
DB03440	Compound::DB03440	22544
DB03854	Compound::DB03854	7954
DB12128	Compound::DB12128	6646
DB00574	Compound::DB00574	6078
DB00440	Compound::DB00440	11163
DB07254	Compound::DB07254	7464
DB04054	Compound::DB04054	8986
DB02400	Compound::DB02400	6834
DB00914	Compound::DB00914	8688
DB07640	Compound::DB07640	24115
DB05212	Compound::DB05212	4752
DB03388	Compound::DB03388	2929
DB12445	Compound::DB12445	9015
DB07541	Compound::DB07541	24072
DB01715	Compound::DB01715	20948
DB03345	Compound::DB03345	3245
DB02535	Compound::DB02535	21808
DB04483	Compound::DB04483	23306
DB07477	Compound::DB07477	6634
DB03108	Compound::DB03108	22206
DB07586	Compound::DB07586	5325
DB04772	Compound::DB04772	23472
DB06850	Compound::DB06850	4150
DB08091	Compound::DB08091	3564
DB08514	Compound::DB08514	24519
DB07547	Compound::DB07547	24073
DB08549	Compound::DB08549	8632
DB08807	Compound::DB08807	15822
DB07867	Compound::DB07867	2744
DB07817	Compound::DB07817	24184
DB04467	Compound::DB04467	23294
DB04838	Compound::DB04838	3576
DB05252	Compound::DB05252	6662
DB07449	Compound::DB07449	5669
DB09124	Compound::DB09124	5121
DB06825	Compound::DB06825	15009
DB03331	Compound::DB03331	8933
DB03909	Compound::DB03909	22869
DB01411	Compound::DB01411	6901
DB05521	Compound::DB05521	2759
DB03958	Compound::DB03958	6055
DB08578	Compound::DB08578	3079
DB02703	Compound::DB02703	3381
DB07548	Compound::DB07548	5368
DB07097	Compound::DB07097	23899
DB01431	Compound::DB01431	6964
DB06856	Compound::DB06856	6194
DB04851	Compound::DB04851	6096
DB00277	Compound::DB00277	4702
DB02505	Compound::DB02505	21784
DB00474	Compound::DB00474	8800
DB11653	Compound::DB11653	13485
DB13179	Compound::DB13179	16274
DB02987	Compound::DB02987	5004
DB09071	Compound::DB09071	7413
DB00943	Compound::DB00943	2904
DB04796	Compound::DB04796	5761
DB11723	Compound::DB11723	16043
DB07112	Compound::DB07112	6566
DB06939	Compound::DB06939	7379
DB07027	Compound::DB07027	5157
DB03771	Compound::DB03771	22773
DB15495	Compound::DB15495	5515
DB00827	Compound::DB00827	3299
DB07430	Compound::DB07430	8597
DB00428	Compound::DB00428	4957
DB03702	Compound::DB03702	3163
DB03582	Compound::DB03582	22645
DB01264	Compound::DB01264	2998
DB15598	Compound::DB15598	20525
DB07902	Compound::DB07902	24214
DB01854	Compound::DB01854	8379
DB09121	Compound::DB09121	15941
DB07589	Compound::DB07589	6482
DB08771	Compound::DB08771	6581
DB00922	Compound::DB00922	11988
DB06942	Compound::DB06942	6793
DB07571	Compound::DB07571	24083
DB03212	Compound::DB03212	22336
DB02418	Compound::DB02418	21710
DB04920	Compound::DB04920	11573
DB03135	Compound::DB03135	4057
DB04447	Compound::DB04447	7023
DB02810	Compound::DB02810	22011
DB09013	Compound::DB09013	7421
DB07594	Compound::DB07594	24096
DB01753	Compound::DB01753	20998
DB09338	Compound::DB09338	4609
DB07200	Compound::DB07200	23928
DB03707	Compound::DB03707	22723
DB04157	Compound::DB04157	23067
DB03751	Compound::DB03751	22757
DB04592	Compound::DB04592	23371
DB07101	Compound::DB07101	10275
DB00144	Compound::DB00144	4043
DB15565	Compound::DB15565	25065
DB03327	Compound::DB03327	22461
DB04480	Compound::DB04480	23302
DB12518	Compound::DB12518	7994
DB07497	Compound::DB07497	6792
DB00067	Compound::DB00067	10105
DB08084	Compound::DB08084	24287
DB08070	Compound::DB08070	5933
DB09256	Compound::DB09256	5638
DB07966	Compound::DB07966	5216
DB03591	Compound::DB03591	5985
DB03902	Compound::DB03902	8010
DB02579	Compound::DB02579	21837
DB00900	Compound::DB00900	3032
DB07084	Compound::DB07084	23893
DB04623	Compound::DB04623	2607
DB08107	Compound::DB08107	24295
DB08499	Compound::DB08499	5479
DB00501	Compound::DB00501	9766
DB14542	Compound::DB14542	15841
DB03657	Compound::DB03657	8799
DB11148	Compound::DB11148	16598
DB04459	Compound::DB04459	8277
DB02985	Compound::DB02985	22136
DB05542	Compound::DB05542	5395
DB02594	Compound::DB02594	13061
DB02144	Compound::DB02144	6850
DB06216	Compound::DB06216	5215
DB06830	Compound::DB06830	23793
DB03564	Compound::DB03564	22632
DB01906	Compound::DB01906	21150
DB00534	Compound::DB00534	7393
DB11640	Compound::DB11640	15855
DB06864	Compound::DB06864	23801
DB03644	Compound::DB03644	22678
DB07263	Compound::DB07263	9070
DB02752	Compound::DB02752	21963
DB03695	Compound::DB03695	4837
DB02872	Compound::DB02872	5049
DB09140	Compound::DB09140	18955
DB02689	Compound::DB02689	4154
DB08899	Compound::DB08899	8645
DB01268	Compound::DB01268	6283
DB03076	Compound::DB03076	2941
DB08110	Compound::DB08110	24298
DB09242	Compound::DB09242	4110
DB01989	Compound::DB01989	3618
DB04604	Compound::DB04604	5347
DB03577	Compound::DB03577	22643
DB04839	Compound::DB04839	5717
DB04242	Compound::DB04242	7530
DB02083	Compound::DB02083	21386
DB09232	Compound::DB09232	11680
DB00281	Compound::DB00281	4459
DB07579	Compound::DB07579	24089
DB00606	Compound::DB00606	6496
DB02673	Compound::DB02673	8073
DB08247	Compound::DB08247	7095
DB04464	Compound::DB04464	4092
DB08377	Compound::DB08377	3238
DB07297	Compound::DB07297	6031
DB06670	Compound::DB06670	8796
DB04207	Compound::DB04207	4425
DB07433	Compound::DB07433	6871
DB08096	Compound::DB08096	3918
DB02469	Compound::DB02469	21765
DB08629	Compound::DB08629	3221
DB02057	Compound::DB02057	4515
DB01755	Compound::DB01755	21000
DB02510	Compound::DB02510	4080
DB08370	Compound::DB08370	24464
DB04229	Compound::DB04229	23104
DB08995	Compound::DB08995	7339
DB02770	Compound::DB02770	21979
DB07131	Compound::DB07131	5656
DB00663	Compound::DB00663	5218
DB11699	Compound::DB11699	3731
DB04764	Compound::DB04764	7961
DB00141	Compound::DB00141	7103
DB09209	Compound::DB09209	7979
DB02831	Compound::DB02831	22024
DB04482	Compound::DB04482	23304
DB03857	Compound::DB03857	22839
DB08028	Compound::DB08028	3700
DB05271	Compound::DB05271	5690
DB00453	Compound::DB00453	16551
DB08348	Compound::DB08348	12139
DB04324	Compound::DB04324	3144
DB13720	Compound::DB13720	13323
DB02661	Compound::DB02661	4495
DB07498	Compound::DB07498	24044
DB00006	Compound::DB00006	5209
DB02701	Compound::DB02701	4753
DB02249	Compound::DB02249	4720
DB04031	Compound::DB04031	22948
DB04133	Compound::DB04133	8271
DB06993	Compound::DB06993	8865
DB07168	Compound::DB07168	8580
DB00504	Compound::DB00504	4533
DB14068	Compound::DB14068	6715
DB03200	Compound::DB03200	22323
DB04477	Compound::DB04477	5044
